OSN,OIC,LAT,LONG,CONTEXT,BIO_N,POLSUM,VCHL,ACLPH,ACNx,ACSt,AIZOx,ALL,ALt,AMRTHx,ACTRx,ALST,ANTHO,APIAx,APOD_d,ARTMa,APRG,ASTERx,AVCN,BARR,BEQ _mcr,BRSt_aeth,BRCHt,BDDJt_sal,BURKt_afr,CMPLx,CAPPx,CARYOx,CLSTR/HIPP,CELT,CLIFF,CLUT,COMBRx,COMLx,COMPH,CNVLx,CRASt,CROTt,CUPRS,CUSS,CYPRt,DICHST,DIOSP,DIPS_undiff.,DDN,DBYt,EBENx,ERICAx,EUCL,EPHRB,GNTEIAx,GERNx,GRWt,GUNNt,HLRGDx,HTRMt,ILXt,ISGL,JSTCt,LACTx,LAMx,LANNx,LACDx,LEGMx,LILIAx,LBSM,LDWGt,MALVx,MMSDx,MSPSt,MOHt,MONOLx,MRLt,MUTIx,MRS_af,MYRTx,NYCx,OLEA,OLCx,OPHGL,OXGN,PSSRx,PElLt,PTPH_af,PNTZt,PERIx,PTLDt,PHOEN,PIN,PLTG,POACx,PDCRP,PLGL,PLGN,POLYPDx,PROTx,PSRL,PSDRt,PTRDx,PTRSt,RNCLx,RVLF,REST,RHAMx,RHZO,RCC,RUBx,RMX,RSCHt,SAPOx,SCVL_plm,SCLCRt,SCROPHx,SRSt,SELG,SOLNx,SOLNt,SPRCHt,SPRSx,STB,STBt,SZGMt,TRCHNt,THYMt,TREMt_ornt,TRIB,TRILETx,TLBG,TYPH,UNID,UTRCL,WELT,WIDD
AS92SCC7,1057,-29.81,31.04,Surface soil,Indian Ocean Coastal Belt,256,0,0,2,0,0,0,0,4,7,0,0,1,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,5,0,63,5,1,0,0,0,1,0,18,1,1,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,9,0,0,19,3,0,0
ASSCOT1,5890,-29.53,28.34,Surface soil,Drakensberg Grassland,300,0,0,0,0,12,0,0,3,0,0,17,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,135,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
AS92CS8,9990,-29.34,18.68,Dung,Bushmanland,236,0,0,63,0,74,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
AS92CS9,9991,-29.34,18.68,Dung,Bushmanland,231,0,0,37,0,71,0,0,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
ASSCOT10,6611\2,-29.215883,27.470244,Surface soil,Mesic Highveld Grassland,493,1,0,1,0,0,0,0,8,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,104,12,5,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,0,97,0,72,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,3,0,2,4,0,1,12,0,0,3,0,0,0
Karroid,8356,-29.191667,25.750869,Surface soil,Dry Highveld Grassland,245,0,0,0,0,13,0,0,49,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SS surface,8355,-29.190556,25.753442,Surface soil,Dry Highveld Grassland,250,0,0,0,0,0,0,0,181,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pan fl/2nd spr,8357,-29.188611,25.7625,Surface soil,Dry Highveld Grassland,250,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan fl/springs,8358,-29.186944,25.744444,Surface soil,Dry Highveld Grassland,260,0,0,0,0,2,0,0,27,0,0,5,0,0,1,0,35,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,2,0,0,0,0,0,14,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,20,0,0,0
Western koppie,8375,-29.179444,25.745092,Surface soil,Dry Highveld Grassland,256,0,0,0,0,6,0,0,18,0,0,0,1,0,17,0,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0
13F,F9274,-29.11,24.76,Filter,Upper Karoo,241,4,0,1,0,3,0,0,33,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,23,0,0,5,1,0,0,12,0,0,0
14F,F9275,-29.11,24.76,Filter,Upper Karoo,238,4,0,0,0,4,0,0,20,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,6,1,0,0,8,0,0,0
15F,F9863,-29.11,24.76,Filter,Upper Karoo,238,5,0,0,0,3,0,0,39,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,8,0,0,0
AS92CS25,9930,-29.01,26.25,Dung,Dry Highveld Grassland,237,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
AS92CS7,9543,-29,19.43,Dung,Gariep Desert,154,0,0,16,0,71,0,0,1,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AS92SCC2,9838,-29,31.72,Surface soil,Indian Ocean Coastal Belt,100,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,9,0,0,0
AS92SCC3,9839,-29,31.72,Surface soil,Indian Ocean Coastal Belt,250,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,13,1,0,0
AS92SCC4,9840,-29,31.72,Surface soil,Indian Ocean Coastal Belt,250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,8,0,2,0,0,0,16,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,1,0,0
AS92SCC5,9841,-29,31.72,Surface soil,Indian Ocean Coastal Belt,250,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,5,0,1,0,0,0,119,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0
AS92SCC6,9842,-29,31.72,Surface soil,Indian Ocean Coastal Belt,250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,3,0,4,0,0,0,49,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0
AS92SCC1,9837,-28.95,31.77,Surface soil,Indian Ocean Coastal Belt,250,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,23,2,0,0
ASSCOT44,5799,-28.84,24.82,Surface soil,Eastern Kalahari Bushveld,252,2,0,0,0,1,0,0,74,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,94,1,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0
ASSCOT43,5682,-28.83,24.83,Surface soil,Eastern Kalahari Bushveld,254,0,0,0,0,9,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,149,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
45F,F9680a,-28.8,26.08,Filter,Dry Highveld Grassland,249,5,0,0,0,0,0,0,156,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,2,0,0,0
44S,S9680b,-28.8,26.08,Surface soil,Dry Highveld Grassland,249,1,0,0,0,1,0,0,188,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AS92CS26,7539,-28.78,19.32,Surface soil,Gariep Desert,254,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASSCOT2,9221,-28.73,28.89,Surface soil,Drakensberg Grassland,250,0,0,0,0,5,0,4,4,0,0,0,0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,0,0,3,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,10,0,0,0
ASSCOT46,5874,-28.71,24.8,Surface soil,Eastern Kalahari Bushveld,139,4,0,1,0,3,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,2,0,0,0
ASSCOT3,9222,-28.68,28.9,Surface soil,Drakensberg Grassland,250,0,0,0,0,1,0,0,8,0,0,21,1,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,8,0,0,0
ASSCOT5,9223,-28.67,28.92,Surface soil,Drakensberg Grassland,273,1,0,0,0,1,0,5,4,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,28,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,13,0,140,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,7,0,0,0
ASSCOT6,9224,-28.67,28.92,Surface soil,Drakensberg Grassland,250,1,0,0,0,1,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,44,123,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0
ASSCOT45,5708,-28.63,24.66,Surface soil,Eastern Kalahari Bushveld,778,0,0,0,0,24,0,0,11,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0
3521,Winburg,-28.5535,26.975682,Dung,Dry Highveld Grassland,309,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
AS92CS10,7527,-28.53,16.92,Dung,Richtersveld,204,0,0,0,0,104,0,0,3,0,0,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSCOT15,8414,-28.53,28.46,Surface soil,Mesic Highveld Grassland,241,0,0,0,0,0,0,0,12,1,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,15,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10,0,0,0
ASSCOT16,8415,-28.53,28.46,Surface soil,Mesic Highveld Grassland,250,0,0,0,0,0,0,0,7,0,0,0,0,0,53,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,48,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0
ASSCOT11,9251,-28.52,28.4,Surface soil,Mesic Highveld Grassland,167,0,0,0,0,1,0,0,3,1,0,5,1,0,4,0,33,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0
ASSCOT14,9253,-28.52,28.46,Surface soil,Drakensberg Grassland,250,1,0,0,0,1,0,0,12,0,0,8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,17,0,0,0
ASSCOT4,9250,-28.51,28.61,Surface soil,Drakensberg Grassland,300,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0
3522,Clarens,-28.50272,28.41757,Dung,Mesic Highveld Grassland,308,3,0,0,0,0,0,0,0,0,0,5,0,0,7,0,58,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,2,0,0,61,1,0,0,0,0,0,0,10,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
ASSCOT7,8976,-28.5,28.39,Surface soil,Drakensberg Grassland,250,0,0,0,0,0,0,0,4,0,0,1,2,0,4,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22,0,0,0,0,0,0,12,0,52,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,8,0,1,10,0,0,0
